frame_index,timestamp (ms),is_change,delta (ms)
930,15500.0000,1,33.3333
931,15516.6667,0,0.0000
932,15533.3333,1,33.3333
933,15550.0000,0,0.0000
934,15566.6667,1,33.3333
935,15583.3333,0,0.0000
936,15600.0000,1,33.3333
937,15616.6667,0,0.0000
938,15633.3333,1,33.3333
939,15650.0000,0,0.0000
940,15666.6667,1,33.3333
941,15683.3333,0,0.0000
942,15700.0000,1,33.3333
943,15716.6667,0,0.0000
944,15733.3333,1,33.3333
945,15750.0000,0,0.0000
946,15766.6667,1,33.3333
947,15783.3333,0,0.0000
948,15800.0000,1,33.3333
949,15816.6667,0,0.0000
950,15833.3333,1,33.3333
951,15850.0000,0,0.0000
952,15866.6667,1,33.3333
953,15883.3333,0,0.0000
954,15900.0000,1,33.3333
955,15916.6667,0,0.0000
956,15933.3333,1,33.3333
957,15950.0000,0,0.0000
958,15966.6667,1,33.3333
959,15983.3333,0,0.0000
960,16000.0000,1,33.3333
961,16016.6667,0,0.0000
962,16033.3333,1,33.3333
963,16050.0000,0,0.0000
964,16066.6667,1,33.3333
965,16083.3333,0,0.0000
966,16100.0000,1,33.3333
967,16116.6667,0,0.0000
968,16133.3333,1,33.3333
969,16150.0000,0,0.0000
970,16166.6667,1,33.3333
971,16183.3333,0,0.0000
972,16200.0000,1,33.3333
973,16216.6667,0,0.0000
974,16233.3333,1,33.3333
975,16250.0000,0,0.0000
976,16266.6667,1,33.3333
977,16283.3333,0,0.0000
978,16300.0000,0,0.0000
979,16316.6667,1,50.0000
980,16333.3333,0,0.0000
981,16350.0000,1,33.3333
982,16366.6667,0,0.0000
983,16383.3333,1,33.3333
984,16400.0000,0,0.0000
985,16416.6667,1,33.3333
986,16433.3333,0,0.0000
987,16450.0000,1,33.3333
988,16466.6667,0,0.0000
989,16483.3333,1,33.3333
990,16500.0000,0,0.0000
991,16516.6667,1,33.3333
992,16533.3333,0,0.0000
993,16550.0000,1,33.3333
994,16566.6667,0,0.0000
995,16583.3333,1,33.3333
996,16600.0000,0,0.0000
997,16616.6667,1,33.3333
998,16633.3333,0,0.0000
999,16650.0000,1,33.3333
1000,16666.6667,0,0.0000
1001,16683.3333,1,33.3333
1002,16700.0000,0,0.0000
1003,16716.6667,1,33.3333
1004,16733.3333,0,0.0000
1005,16750.0000,1,33.3333
1006,16766.6667,0,0.0000
1007,16783.3333,1,33.3333
1008,16800.0000,0,0.0000
1009,16816.6667,1,33.3333
1010,16833.3333,0,0.0000
1011,16850.0000,1,33.3333
1012,16866.6667,0,0.0000
1013,16883.3333,1,33.3333
1014,16900.0000,0,0.0000
1015,16916.6667,1,33.3333
1016,16933.3333,0,0.0000
1017,16950.0000,1,33.3333
1018,16966.6667,0,0.0000
1019,16983.3333,1,33.3333
1020,17000.0000,0,0.0000
1021,17016.6667,1,33.3333
1022,17033.3333,0,0.0000
1023,17050.0000,1,33.3333
1024,17066.6667,0,0.0000
1025,17083.3333,1,33.3333
1026,17100.0000,0,0.0000
1027,17116.6667,1,33.3333
1028,17133.3333,0,0.0000
1029,17150.0000,1,33.3333
1030,17166.6667,0,0.0000
1031,17183.3333,1,33.3333
1032,17200.0000,0,0.0000
1033,17216.6667,1,33.3333
1034,17233.3333,0,0.0000
1035,17250.0000,1,33.3333
1036,17266.6667,0,0.0000
1037,17283.3333,1,33.3333
1038,17300.0000,0,0.0000
1039,17316.6667,1,33.3333
1040,17333.3333,0,0.0000
1041,17350.0000,1,33.3333
1042,17366.6667,0,0.0000
1043,17383.3333,1,33.3333
1044,17400.0000,0,0.0000
1045,17416.6667,1,33.3333
1046,17433.3333,0,0.0000
1047,17450.0000,1,33.3333
1048,17466.6667,0,0.0000
1049,17483.3333,1,33.3333
1050,17500.0000,0,0.0000
1051,17516.6667,1,33.3333
1052,17533.3333,0,0.0000
1053,17550.0000,1,33.3333
1054,17566.6667,0,0.0000
1055,17583.3333,1,33.3333
1056,17600.0000,0,0.0000
1057,17616.6667,1,33.3333
1058,17633.3333,0,0.0000
1059,17650.0000,1,33.3333
1060,17666.6667,0,0.0000
1061,17683.3333,1,33.3333
1062,17700.0000,0,0.0000
1063,17716.6667,1,33.3333
1064,17733.3333,0,0.0000
1065,17750.0000,1,33.3333
1066,17766.6667,0,0.0000
1067,17783.3333,1,33.3333
1068,17800.0000,0,0.0000
1069,17816.6667,1,33.3333
1070,17833.3333,0,0.0000
1071,17850.0000,1,33.3333
1072,17866.6667,0,0.0000
1073,17883.3333,1,33.3333
1074,17900.0000,0,0.0000
1075,17916.6667,1,33.3333
1076,17933.3333,0,0.0000
1077,17950.0000,1,33.3333
1078,17966.6667,0,0.0000
1079,17983.3333,1,33.3333
1080,18000.0000,0,0.0000
1081,18016.6667,1,33.3333
1082,18033.3333,0,0.0000
1083,18050.0000,1,33.3333
1084,18066.6667,0,0.0000
1085,18083.3333,1,33.3333
1086,18100.0000,0,0.0000
1087,18116.6667,1,33.3333
1088,18133.3333,0,0.0000
1089,18150.0000,1,33.3333
1090,18166.6667,0,0.0000
1091,18183.3333,1,33.3333
1092,18200.0000,0,0.0000
1093,18216.6667,1,33.3333
1094,18233.3333,0,0.0000
1095,18250.0000,1,33.3333
1096,18266.6667,0,0.0000
1097,18283.3333,1,33.3333
1098,18300.0000,0,0.0000
1099,18316.6667,1,33.3333
1100,18333.3333,0,0.0000
1101,18350.0000,1,33.3333
1102,18366.6667,0,0.0000
1103,18383.3333,1,33.3333
1104,18400.0000,0,0.0000
1105,18416.6667,1,33.3333
1106,18433.3333,0,0.0000
1107,18450.0000,1,33.3333
1108,18466.6667,0,0.0000
1109,18483.3333,1,33.3333
1110,18500.0000,0,0.0000
1111,18516.6667,1,33.3333
1112,18533.3333,0,0.0000
1113,18550.0000,1,33.3333
1114,18566.6667,0,0.0000
1115,18583.3333,1,33.3333
1116,18600.0000,0,0.0000
1117,18616.6667,1,33.3333
1118,18633.3333,0,0.0000
1119,18650.0000,1,33.3333
1120,18666.6667,0,0.0000
1121,18683.3333,1,33.3333
1122,18700.0000,0,0.0000
1123,18716.6667,1,33.3333
1124,18733.3333,0,0.0000
1125,18750.0000,1,33.3333
1126,18766.6667,0,0.0000
1127,18783.3333,1,33.3333
1128,18800.0000,0,0.0000
1129,18816.6667,1,33.3333
1130,18833.3333,0,0.0000
1131,18850.0000,1,33.3333
1132,18866.6667,0,0.0000
1133,18883.3333,1,33.3333
1134,18900.0000,0,0.0000
1135,18916.6667,1,33.3333
1136,18933.3333,0,0.0000
1137,18950.0000,1,33.3333
1138,18966.6667,0,0.0000
1139,18983.3333,1,33.3333
1140,19000.0000,0,0.0000
1141,19016.6667,1,33.3333
1142,19033.3333,0,0.0000
1143,19050.0000,1,33.3333
1144,19066.6667,0,0.0000
1145,19083.3333,1,33.3333
1146,19100.0000,0,0.0000
1147,19116.6667,1,33.3333
1148,19133.3333,0,0.0000
1149,19150.0000,1,33.3333
1150,19166.6667,0,0.0000
1151,19183.3333,1,33.3333
1152,19200.0000,0,0.0000
1153,19216.6667,1,33.3333
1154,19233.3333,0,0.0000
1155,19250.0000,1,33.3333
1156,19266.6667,0,0.0000
1157,19283.3333,1,33.3333
1158,19300.0000,0,0.0000
1159,19316.6667,1,33.3333
1160,19333.3333,0,0.0000
1161,19350.0000,1,33.3333
1162,19366.6667,0,0.0000
1163,19383.3333,1,33.3333
1164,19400.0000,0,0.0000
1165,19416.6667,1,33.3333
1166,19433.3333,0,0.0000
1167,19450.0000,1,33.3333
1168,19466.6667,0,0.0000
1169,19483.3333,1,33.3333
1170,19500.0000,0,0.0000
1171,19516.6667,1,33.3333
1172,19533.3333,0,0.0000
1173,19550.0000,1,33.3333
1174,19566.6667,0,0.0000
1175,19583.3333,1,33.3333
1176,19600.0000,0,0.0000
1177,19616.6667,1,33.3333
1178,19633.3333,0,0.0000
1179,19650.0000,1,33.3333
1180,19666.6667,0,0.0000
1181,19683.3333,1,33.3333
1182,19700.0000,0,0.0000
1183,19716.6667,1,33.3333
1184,19733.3333,0,0.0000
1185,19750.0000,1,33.3333
1186,19766.6667,0,0.0000
1187,19783.3333,1,33.3333
1188,19800.0000,0,0.0000
1189,19816.6667,1,33.3333
1190,19833.3333,0,0.0000
1191,19850.0000,1,33.3333
1192,19866.6667,0,0.0000
1193,19883.3333,1,33.3333
1194,19900.0000,0,0.0000
1195,19916.6667,1,33.3333
1196,19933.3333,0,0.0000
1197,19950.0000,1,33.3333
1198,19966.6667,0,0.0000
1199,19983.3333,1,33.3333
1200,20000.0000,0,0.0000
1201,20016.6667,1,33.3333
1202,20033.3333,0,0.0000
1203,20050.0000,1,33.3333
1204,20066.6667,0,0.0000
1205,20083.3333,1,33.3333
1206,20100.0000,0,0.0000
1207,20116.6667,1,33.3333
1208,20133.3333,0,0.0000
1209,20150.0000,1,33.3333
1210,20166.6667,0,0.0000
1211,20183.3333,1,33.3333
1212,20200.0000,0,0.0000
1213,20216.6667,1,33.3333
1214,20233.3333,0,0.0000
1215,20250.0000,1,33.3333
1216,20266.6667,0,0.0000
1217,20283.3333,1,33.3333
1218,20300.0000,0,0.0000
1219,20316.6667,1,33.3333
1220,20333.3333,0,0.0000
1221,20350.0000,1,33.3333
1222,20366.6667,0,0.0000
1223,20383.3333,1,33.3333
1224,20400.0000,0,0.0000
1225,20416.6667,1,33.3333
1226,20433.3333,0,0.0000
1227,20450.0000,1,33.3333
1228,20466.6667,0,0.0000
1229,20483.3333,1,33.3333
1230,20500.0000,0,0.0000
1231,20516.6667,1,33.3333
1232,20533.3333,0,0.0000
1233,20550.0000,1,33.3333
1234,20566.6667,0,0.0000
1235,20583.3333,1,33.3333
1236,20600.0000,0,0.0000
1237,20616.6667,1,33.3333
1238,20633.3333,0,0.0000
1239,20650.0000,1,33.3333
1240,20666.6667,0,0.0000
1241,20683.3333,1,33.3333
1242,20700.0000,0,0.0000
1243,20716.6667,1,33.3333
1244,20733.3333,0,0.0000
1245,20750.0000,1,33.3333
1246,20766.6667,0,0.0000
1247,20783.3333,1,33.3333
1248,20800.0000,0,0.0000
1249,20816.6667,1,33.3333
1250,20833.3333,0,0.0000
1251,20850.0000,1,33.3333
1252,20866.6667,0,0.0000
1253,20883.3333,1,33.3333
1254,20900.0000,0,0.0000
1255,20916.6667,1,33.3333
1256,20933.3333,0,0.0000
1257,20950.0000,1,33.3333
1258,20966.6667,0,0.0000
1259,20983.3333,1,33.3333
1260,21000.0000,0,0.0000
1261,21016.6667,1,33.3333
1262,21033.3333,0,0.0000
1263,21050.0000,1,33.3333
1264,21066.6667,0,0.0000
1265,21083.3333,1,33.3333
1266,21100.0000,0,0.0000
1267,21116.6667,1,33.3333
1268,21133.3333,0,0.0000
1269,21150.0000,1,33.3333
1270,21166.6667,0,0.0000
1271,21183.3333,1,33.3333
1272,21200.0000,0,0.0000
1273,21216.6667,1,33.3333
1274,21233.3333,0,0.0000
1275,21250.0000,1,33.3333
1276,21266.6667,0,0.0000
1277,21283.3333,1,33.3333
1278,21300.0000,0,0.0000
1279,21316.6667,1,33.3333
1280,21333.3333,0,0.0000
1281,21350.0000,1,33.3333
1282,21366.6667,0,0.0000
1283,21383.3333,1,33.3333
1284,21400.0000,0,0.0000
1285,21416.6667,1,33.3333
1286,21433.3333,0,0.0000
1287,21450.0000,1,33.3333
1288,21466.6667,0,0.0000
1289,21483.3333,1,33.3333
1290,21500.0000,0,0.0000
1291,21516.6667,1,33.3333
1292,21533.3333,0,0.0000
1293,21550.0000,1,33.3333
1294,21566.6667,0,0.0000
1295,21583.3333,1,33.3333
1296,21600.0000,0,0.0000
1297,21616.6667,1,33.3333
1298,21633.3333,0,0.0000
1299,21650.0000,1,33.3333
1300,21666.6667,0,0.0000
1301,21683.3333,1,33.3333
1302,21700.0000,0,0.0000
1303,21716.6667,1,33.3333
1304,21733.3333,0,0.0000
1305,21750.0000,1,33.3333
1306,21766.6667,0,0.0000
1307,21783.3333,1,33.3333
1308,21800.0000,0,0.0000
1309,21816.6667,1,33.3333
1310,21833.3333,0,0.0000
1311,21850.0000,1,33.3333
1312,21866.6667,0,0.0000
1313,21883.3333,1,33.3333
1314,21900.0000,0,0.0000
1315,21916.6667,1,33.3333
1316,21933.3333,0,0.0000
1317,21950.0000,1,33.3333
1318,21966.6667,0,0.0000
1319,21983.3333,1,33.3333
1320,22000.0000,0,0.0000
1321,22016.6667,1,33.3333
1322,22033.3333,0,0.0000
1323,22050.0000,1,33.3333
1324,22066.6667,0,0.0000
1325,22083.3333,1,33.3333
1326,22100.0000,0,0.0000
1327,22116.6667,1,33.3333
1328,22133.3333,0,0.0000
1329,22150.0000,1,33.3333
1330,22166.6667,0,0.0000
1331,22183.3333,1,33.3333
1332,22200.0000,0,0.0000
1333,22216.6667,1,33.3333
1334,22233.3333,0,0.0000
1335,22250.0000,1,33.3333
1336,22266.6667,0,0.0000
1337,22283.3333,1,33.3333
1338,22300.0000,0,0.0000
1339,22316.6667,1,33.3333
1340,22333.3333,0,0.0000
1341,22350.0000,1,33.3333
1342,22366.6667,0,0.0000
1343,22383.3333,1,33.3333
1344,22400.0000,0,0.0000
1345,22416.6667,1,33.3333
1346,22433.3333,0,0.0000
1347,22450.0000,1,33.3333
1348,22466.6667,0,0.0000
1349,22483.3333,1,33.3333
1350,22500.0000,0,0.0000
1351,22516.6667,1,33.3333
1352,22533.3333,0,0.0000
1353,22550.0000,1,33.3333
1354,22566.6667,0,0.0000
1355,22583.3333,1,33.3333
1356,22600.0000,0,0.0000
1357,22616.6667,1,33.3333
1358,22633.3333,0,0.0000
1359,22650.0000,1,33.3333
1360,22666.6667,0,0.0000
1361,22683.3333,1,33.3333
1362,22700.0000,0,0.0000
1363,22716.6667,1,33.3333
1364,22733.3333,0,0.0000
1365,22750.0000,1,33.3333
1366,22766.6667,0,0.0000
1367,22783.3333,1,33.3333
1368,22800.0000,0,0.0000
1369,22816.6667,1,33.3333
1370,22833.3333,0,0.0000
1371,22850.0000,1,33.3333
1372,22866.6667,0,0.0000
1373,22883.3333,1,33.3333
1374,22900.0000,0,0.0000
1375,22916.6667,1,33.3333
1376,22933.3333,0,0.0000
1377,22950.0000,1,33.3333
1378,22966.6667,0,0.0000
1379,22983.3333,1,33.3333
1380,23000.0000,0,0.0000
1381,23016.6667,1,33.3333
1382,23033.3333,0,0.0000
1383,23050.0000,1,33.3333
1384,23066.6667,0,0.0000
1385,23083.3333,1,33.3333
1386,23100.0000,0,0.0000
1387,23116.6667,1,33.3333
1388,23133.3333,0,0.0000
1389,23150.0000,1,33.3333
1390,23166.6667,0,0.0000
1391,23183.3333,1,33.3333
1392,23200.0000,0,0.0000
1393,23216.6667,1,33.3333
1394,23233.3333,0,0.0000
1395,23250.0000,1,33.3333
1396,23266.6667,0,0.0000
1397,23283.3333,1,33.3333
1398,23300.0000,0,0.0000
1399,23316.6667,1,33.3333
1400,23333.3333,0,0.0000
1401,23350.0000,1,33.3333
1402,23366.6667,0,0.0000
1403,23383.3333,1,33.3333
1404,23400.0000,0,0.0000
1405,23416.6667,1,33.3333
1406,23433.3333,0,0.0000
1407,23450.0000,1,33.3333
1408,23466.6667,0,0.0000
1409,23483.3333,1,33.3333
1410,23500.0000,0,0.0000
1411,23516.6667,1,33.3333
1412,23533.3333,0,0.0000
1413,23550.0000,1,33.3333
1414,23566.6667,0,0.0000
1415,23583.3333,1,33.3333
1416,23600.0000,0,0.0000
1417,23616.6667,1,33.3333
1418,23633.3333,0,0.0000
1419,23650.0000,1,33.3333
1420,23666.6667,0,0.0000
1421,23683.3333,1,33.3333
1422,23700.0000,0,0.0000
1423,23716.6667,1,33.3333
1424,23733.3333,0,0.0000
1425,23750.0000,1,33.3333
1426,23766.6667,0,0.0000
1427,23783.3333,1,33.3333
1428,23800.0000,0,0.0000
1429,23816.6667,1,33.3333
1430,23833.3333,0,0.0000
1431,23850.0000,1,33.3333
1432,23866.6667,0,0.0000
1433,23883.3333,1,33.3333
1434,23900.0000,0,0.0000
1435,23916.6667,1,33.3333
1436,23933.3333,0,0.0000
1437,23950.0000,1,33.3333
1438,23966.6667,0,0.0000
1439,23983.3333,1,33.3333
1440,24000.0000,0,0.0000
1441,24016.6667,1,33.3333
1442,24033.3333,0,0.0000
1443,24050.0000,1,33.3333
1444,24066.6667,0,0.0000
1445,24083.3333,1,33.3333
1446,24100.0000,0,0.0000
1447,24116.6667,1,33.3333
1448,24133.3333,0,0.0000
1449,24150.0000,1,33.3333
1450,24166.6667,0,0.0000
1451,24183.3333,1,33.3333
1452,24200.0000,0,0.0000
1453,24216.6667,1,33.3333
1454,24233.3333,0,0.0000
1455,24250.0000,1,33.3333
1456,24266.6667,0,0.0000
1457,24283.3333,1,33.3333
1458,24300.0000,0,0.0000
1459,24316.6667,1,33.3333
1460,24333.3333,0,0.0000
1461,24350.0000,1,33.3333
1462,24366.6667,0,0.0000
1463,24383.3333,1,33.3333
1464,24400.0000,0,0.0000
1465,24416.6667,1,33.3333
1466,24433.3333,0,0.0000
1467,24450.0000,1,33.3333
1468,24466.6667,0,0.0000
1469,24483.3333,1,33.3333
1470,24500.0000,0,0.0000
1471,24516.6667,1,33.3333
1472,24533.3333,0,0.0000
1473,24550.0000,1,33.3333
1474,24566.6667,0,0.0000
1475,24583.3333,1,33.3333
1476,24600.0000,0,0.0000
1477,24616.6667,1,33.3333
1478,24633.3333,0,0.0000
1479,24650.0000,1,33.3333
1480,24666.6667,0,0.0000
1481,24683.3333,1,33.3333
1482,24700.0000,0,0.0000
1483,24716.6667,1,33.3333
1484,24733.3333,0,0.0000
1485,24750.0000,1,33.3333
1486,24766.6667,0,0.0000
1487,24783.3333,1,33.3333
1488,24800.0000,0,0.0000
1489,24816.6667,1,33.3333
1490,24833.3333,0,0.0000
1491,24850.0000,1,33.3333
1492,24866.6667,0,0.0000
1493,24883.3333,1,33.3333
1494,24900.0000,0,0.0000
1495,24916.6667,1,33.3333
1496,24933.3333,0,0.0000
1497,24950.0000,1,33.3333
1498,24966.6667,0,0.0000
1499,24983.3333,1,33.3333
1500,25000.0000,0,0.0000
1501,25016.6667,1,33.3333
1502,25033.3333,0,0.0000
1503,25050.0000,1,33.3333
1504,25066.6667,0,0.0000
1505,25083.3333,1,33.3333
1506,25100.0000,0,0.0000
1507,25116.6667,1,33.3333
1508,25133.3333,0,0.0000
1509,25150.0000,1,33.3333
1510,25166.6667,0,0.0000
1511,25183.3333,1,33.3333
1512,25200.0000,0,0.0000
1513,25216.6667,1,33.3333
1514,25233.3333,0,0.0000
1515,25250.0000,1,33.3333
1516,25266.6667,0,0.0000
1517,25283.3333,1,33.3333
1518,25300.0000,0,0.0000
1519,25316.6667,1,33.3333
1520,25333.3333,0,0.0000
1521,25350.0000,1,33.3333
1522,25366.6667,0,0.0000
1523,25383.3333,1,33.3333
1524,25400.0000,0,0.0000
1525,25416.6667,1,33.3333
1526,25433.3333,0,0.0000
1527,25450.0000,1,33.3333
1528,25466.6667,0,0.0000
1529,25483.3333,1,33.3333
1530,25500.0000,0,0.0000
1531,25516.6667,1,33.3333
1532,25533.3333,0,0.0000
1533,25550.0000,1,33.3333
1534,25566.6667,0,0.0000
1535,25583.3333,1,33.3333
1536,25600.0000,0,0.0000
1537,25616.6667,1,33.3333
1538,25633.3333,0,0.0000
1539,25650.0000,1,33.3333
1540,25666.6667,0,0.0000
1541,25683.3333,1,33.3333
1542,25700.0000,0,0.0000
1543,25716.6667,1,33.3333
1544,25733.3333,0,0.0000
1545,25750.0000,1,33.3333
1546,25766.6667,0,0.0000
1547,25783.3333,1,33.3333
1548,25800.0000,0,0.0000
1549,25816.6667,1,33.3333
1550,25833.3333,0,0.0000
